Current (A),Voltage_B1(V),Voltage_B2(V),Voltage_B3(V)
1.664703,4.033412,4.078578,4.105544
1.666347,4.032588,4.077750,4.104713
1.665525,4.033412,4.078578,4.106375
1.665525,4.035061,4.080234,4.107206
1.665525,4.032588,4.077750,4.105544
1.665525,4.032588,4.077750,4.104713
1.665525,4.035885,4.080234,4.108037
1.664703,4.034237,4.078578,4.106375
1.665525,4.033412,4.077750,4.105544
1.665525,4.033412,4.077750,4.105544
1.664703,4.035061,4.080234,4.108037
1.664703,4.033412,4.077750,4.105544
1.665525,4.033412,4.076922,4.105544
1.665525,4.032588,4.077750,4.105544
1.664703,4.035885,4.080234,4.108869
1.664703,4.033412,4.078578,4.106375
1.664703,4.032588,4.076922,4.105544
1.665525,4.033412,4.078578,4.107206
1.664703,4.035885,4.080234,4.108869
1.665525,4.034237,4.078578,4.106375
1.664703,4.033412,4.077750,4.105544
1.664703,4.034237,4.078578,4.106375
1.664703,4.035885,4.080234,4.108037
1.665525,4.033412,4.077750,4.105544
1.664703,4.033412,4.077750,4.104713
1.665525,4.034237,4.079406,4.106375
1.664703,4.035061,4.081062,4.108037
1.666347,4.034237,4.078578,4.105544
1.664703,4.033412,4.078578,4.104713
1.665525,4.034237,4.078578,4.105544
1.663880,4.035885,4.081062,4.108037
1.664703,4.035061,4.079406,4.107206
1.665525,4.034237,4.078578,4.105544
1.664703,4.033412,4.078578,4.105544
1.663880,4.035885,4.080234,4.108037
1.663880,4.035885,4.081062,4.108037
1.664703,4.033412,4.078578,4.105544
1.664703,4.033412,4.078578,4.105544
1.664703,4.034237,4.078578,4.105544
1.663880,4.036709,4.081062,4.108037
1.664703,4.036709,4.081062,4.108037
1.665525,4.034237,4.079406,4.106375
1.665525,4.033412,4.079406,4.106375
1.664703,4.034237,4.080234,4.106375
1.664703,4.036709,4.081891,4.109700
1.663880,4.035885,4.081891,4.109700
1.665525,4.034237,4.078578,4.107206
1.664703,4.033412,4.079406,4.107206
1.665525,4.034237,4.080234,4.107206
1.664703,4.035885,4.081062,4.109700
1.664703,4.035885,4.081062,4.109700
1.664703,4.035061,4.080234,4.108037
1.665525,4.034237,4.079406,4.107206
1.665525,4.033412,4.080234,4.108037
1.664703,4.035885,4.081062,4.109700
1.664703,4.036709,4.081062,4.109700
1.664703,4.035061,4.081062,4.108037
1.664703,4.033412,4.080234,4.107206
1.664703,4.034237,4.080234,4.108037
1.663880,4.035885,4.081891,4.108869
1.662236,4.036709,4.081891,4.109700
1.664703,4.035885,4.081062,4.108037
1.663880,4.035061,4.080234,4.107206
1.664703,4.035061,4.079406,4.108037
1.664703,4.035885,4.080234,4.109700
1.663880,4.036709,4.081062,4.110531
1.663880,4.037533,4.081062,4.110531
1.664703,4.035061,4.079406,4.108037
1.664703,4.035061,4.079406,4.108037
1.663880,4.035061,4.079406,4.108037
1.663880,4.037533,4.081062,4.110531
1.664703,4.036709,4.081062,4.110531
1.664703,4.036709,4.081062,4.110531
1.664703,4.035061,4.079406,4.108037
1.665525,4.035061,4.079406,4.108037
1.663880,4.035885,4.081062,4.108869
1.664703,4.037533,4.081062,4.110531
1.664703,4.037533,4.081062,4.110531
1.664703,4.034237,4.079406,4.108037
1.664703,4.035061,4.079406,4.108869
1.664703,4.035885,4.080234,4.109700
1.663880,4.037533,4.081891,4.110531
1.663058,4.037533,4.081891,4.110531
1.664703,4.035885,4.080234,4.108869
1.664703,4.035061,4.079406,4.108037
1.664703,4.035061,4.080234,4.108037
1.664703,4.037533,4.081891,4.111362
1.663880,4.037533,4.081891,4.110531
1.663880,4.036709,4.081062,4.110531
1.664703,4.035885,4.080234,4.108869
1.664703,4.035061,4.079406,4.108869
1.663058,4.035885,4.081062,4.109700
1.663880,4.037533,4.081891,4.110531
1.663880,4.037533,4.081891,4.110531
1.663880,4.035885,4.081062,4.108869
1.664703,4.035061,4.080234,4.108037
1.664703,4.035885,4.080234,4.108869
1.664703,4.037533,4.081891,4.110531
1.664703,4.037533,4.081891,4.111362
1.664703,4.036709,4.081891,4.110531
1.664703,4.035061,4.081062,4.108869
1.665525,4.035885,4.080234,4.109700
1.664703,4.035885,4.081062,4.109700
1.664703,4.037533,4.083547,4.111362
1.664703,4.037533,4.082719,4.111362
1.663880,4.035885,4.081891,4.110531
1.664703,4.035061,4.081062,4.108869
1.663880,4.035061,4.080234,4.109700
1.664703,4.037533,4.082719,4.111362
1.664703,4.036709,4.081891,4.111362
1.663880,4.036709,4.081891,4.112193
1.665525,4.035885,4.081062,4.110531
1.665525,4.035061,4.081062,4.109700
1.664703,4.035061,4.081062,4.110531
1.664703,4.037533,4.083547,4.113024
1.664703,4.037533,4.082719,4.113024
1.663880,4.037533,4.083547,4.112193
1.665525,4.035061,4.081062,4.109700
1.665525,4.035061,4.081062,4.109700
1.664703,4.037533,4.082719,4.111362
1.664703,4.038357,4.083547,4.113024
1.663880,4.037533,4.082719,4.112193
1.665525,4.035885,4.081062,4.110531
1.665525,4.035885,4.081062,4.110531
1.664703,4.037533,4.083547,4.113024
1.663058,4.038357,4.083547,4.113024
1.664703,4.038357,4.083547,4.113024
1.664703,4.035885,4.081062,4.109700
1.664703,4.035885,4.081062,4.110531
1.663880,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113855
1.664703,4.037533,4.082719,4.112193
1.665525,4.035885,4.081062,4.110531
1.663880,4.036709,4.081891,4.110531
1.664703,4.037533,4.083547,4.112193
1.663880,4.038357,4.083547,4.113024
1.663880,4.036709,4.082719,4.111362
1.664703,4.035885,4.081062,4.110531
1.664703,4.037533,4.083547,4.113024
1.663880,4.038357,4.084375,4.113855
1.662236,4.038357,4.084375,4.113024
1.664703,4.035885,4.081891,4.110531
1.664703,4.036709,4.083547,4.111362
1.664703,4.038357,4.084375,4.113855
1.663880,4.038357,4.084375,4.113024
1.663880,4.038357,4.082719,4.112193
1.663880,4.035885,4.081891,4.110531
1.663880,4.038357,4.084375,4.113855
1.663880,4.038357,4.084375,4.114686
1.663880,4.037533,4.083547,4.113024
1.664703,4.036709,4.082719,4.111362
1.663880,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113855
1.664703,4.038357,4.084375,4.113024
1.664703,4.036709,4.082719,4.110531
1.663880,4.038357,4.083547,4.113024
1.664703,4.039181,4.084375,4.113024
1.664703,4.039181,4.084375,4.113855
1.664703,4.036709,4.082719,4.110531
1.663880,4.039181,4.084375,4.113855
1.663058,4.040006,4.085203,4.113855
1.664703,4.037533,4.083547,4.112193
1.664703,4.037533,4.083547,4.112193
1.663880,4.039181,4.084375,4.114686
1.663880,4.038357,4.085203,4.113855
1.664703,4.035885,4.082719,4.111362
1.664703,4.038357,4.083547,4.113024
1.663058,4.039181,4.084375,4.114686
1.663058,4.038357,4.084375,4.113855
1.664703,4.036709,4.082719,4.111362
1.663880,4.039181,4.085203,4.113855
1.663058,4.040006,4.084375,4.114686
1.664703,4.036709,4.081891,4.111362
1.663880,4.039181,4.084375,4.113855
1.663880,4.040006,4.086031,4.115517
1.664703,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113024
1.663880,4.040006,4.085203,4.115517
1.663058,4.040006,4.086031,4.114686
1.664703,4.037533,4.083547,4.111362
1.663880,4.040006,4.086031,4.114686
1.663058,4.040006,4.086031,4.114686
1.664703,4.037533,4.083547,4.112193
1.663058,4.040830,4.086859,4.115517
1.663880,4.040830,4.086031,4.114686
1.663880,4.038357,4.083547,4.113024
1.663058,4.040006,4.086031,4.115517
1.663058,4.040830,4.086031,4.114686
1.663058,4.038357,4.083547,4.113024
1.663058,4.040006,4.086031,4.113855
1.663058,4.040830,4.086859,4.114686
1.663880,4.037533,4.083547,4.112193
1.663880,4.040006,4.086859,4.115517
1.663880,4.040006,4.086859,4.115517
1.663880,4.038357,4.084375,4.112193
1.663880,4.040830,4.086859,4.115517
1.663880,4.040830,4.086859,4.114686
1.664703,4.038357,4.084375,4.112193
1.663058,4.040006,4.087687,4.114686
1.664703,4.039181,4.086859,4.114686
1.664703,4.038357,4.085203,4.113024
1.663880,4.040830,4.086859,4.115517
1.664703,4.040006,4.086031,4.114686
1.664703,4.039181,4.086031,4.114686
1.664703,4.040006,4.086859,4.115517
1.664703,4.038357,4.084375,4.113024
1.664703,4.040830,4.086859,4.115517
1.663058,4.040830,4.086859,4.115517
1.664703,4.038357,4.085203,4.113024
1.663880,4.040830,4.087687,4.116348
1.663880,4.040006,4.087687,4.115517
1.664703,4.038357,4.085203,4.113855
1.663880,4.040830,4.087687,4.115517
1.664703,4.038357,4.086031,4.113855
1.663058,4.040006,4.086031,4.115517
1.662236,4.040006,4.086859,4.116348
1.663880,4.038357,4.085203,4.113855
1.663058,4.040830,4.086859,4.116348
1.663880,4.040830,4.086859,4.115517
1.663880,4.039181,4.086031,4.115517
1.663058,4.040830,4.087687,4.116348
1.663880,4.039181,4.085203,4.114686
1.663058,4.041654,4.087687,4.117179
1.663058,4.040830,4.086031,4.116348
1.663058,4.040006,4.086031,4.115517
1.663058,4.040830,4.087687,4.117179
1.663880,4.040006,4.086031,4.115517
1.663058,4.040830,4.088515,4.117179
1.662236,4.040006,4.086031,4.115517
1.662236,4.040006,4.086859,4.116348
1.662236,4.040830,4.086859,4.117179
1.663880,4.039181,4.086031,4.115517
1.663058,4.041654,4.086859,4.117179
1.663880,4.040006,4.086031,4.115517
1.663058,4.040006,4.086031,4.116348
1.663058,4.041654,4.086031,4.117179
1.662236,4.039181,4.084375,4.115517
1.663058,4.040830,4.086031,4.117179
1.663058,4.039181,4.085203,4.115517
1.662236,4.040830,4.087687,4.118010
1.661414,4.040830,4.086859,4.118010
1.663058,4.040006,4.086031,4.115517
1.663058,4.040830,4.087687,4.117179
1.662236,4.040006,4.086031,4.115517
1.662236,4.040830,4.087687,4.118010
1.662236,4.040830,4.086031,4.118010
1.662236,4.040006,4.086031,4.116348
1.663058,4.041654,4.087687,4.118010
1.663058,4.040830,4.086031,4.115517
1.662236,4.042478,4.087687,4.117179
1.663058,4.040830,4.086031,4.116348
1.663058,4.040830,4.086859,4.116348
1.663058,4.041654,4.087687,4.117179
1.663058,4.040006,4.086031,4.116348
1.663058,4.041654,4.087687,4.117179
1.663058,4.040830,4.086859,4.116348
1.663058,4.040830,4.086859,4.117179
1.662236,4.041654,4.087687,4.118010
1.663058,4.040006,4.086031,4.117179
1.663058,4.040830,4.087687,4.118010
1.662236,4.040830,4.086859,4.117179
1.663058,4.041654,4.087687,4.118010
1.662236,4.040830,4.087687,4.118010
1.663058,4.040830,4.086859,4.118010
1.662236,4.041654,4.087687,4.118010
1.662236,4.040830,4.087687,4.118010
1.662236,4.040830,4.087687,4.118841
1.663058,4.040830,4.087687,4.118010
1.662236,4.040830,4.087687,4.118010
1.662236,4.040830,4.087687,4.118010
1.662236,4.040830,4.087687,4.118841
1.662236,4.041654,4.088515,4.118841
1.662236,4.040830,4.087687,4.118010
1.662236,4.041654,4.088515,4.119672
1.662236,4.040830,4.087687,4.118841
1.663058,4.040830,4.087687,4.118010
1.662236,4.041654,4.088515,4.118841
1.663058,4.040830,4.087687,4.118010
1.662236,4.041654,4.088515,4.118841
1.661414,4.042478,4.088515,4.118841
1.662236,4.040830,4.086859,4.118010
1.662236,4.041654,4.088515,4.118841
1.661414,4.041654,4.088515,4.119672
1.662236,4.041654,4.088515,4.118841
1.662236,4.042478,4.088515,4.119672
1.661414,4.041654,4.087687,4.118841
1.662236,4.042478,4.088515,4.119672
1.662236,4.041654,4.088515,4.119672
1.662236,4.041654,4.088515,4.118841
1.661414,4.041654,4.088515,4.118841
1.662236,4.042478,4.088515,4.119672
1.661414,4.040830,4.088515,4.118841
1.662236,4.041654,4.088515,4.119672
1.661414,4.041654,4.088515,4.119672
1.662236,4.041654,4.088515,4.119672
1.661414,4.041654,4.089344,4.120504
1.662236,4.041654,4.089344,4.119672
1.662236,4.042478,4.089344,4.119672
1.661414,4.041654,4.089344,4.119672
1.662236,4.042478,4.090172,4.120504
1.662236,4.041654,4.090172,4.120504
1.663058,4.042478,4.089344,4.119672
1.661414,4.042478,4.089344,4.120504
1.662236,4.041654,4.088515,4.119672
1.662236,4.041654,4.089344,4.118841
1.662236,4.042478,4.088515,4.119672
1.662236,4.041654,4.089344,4.119672
1.662236,4.041654,4.089344,4.120504
1.662236,4.042478,4.090172,4.120504
1.662236,4.042478,4.090172,4.120504
1.662236,4.042478,4.089344,4.120504
1.661414,4.042478,4.090172,4.120504
1.662236,4.042478,4.090172,4.120504
1.663058,4.041654,4.090172,4.120504
1.662236,4.041654,4.089344,4.120504
1.662236,4.041654,4.088515,4.120504
1.661414,4.042478,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.042478,4.090172,4.120504
1.662236,4.042478,4.090172,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.043302,4.089344,4.120504
1.662236,4.043302,4.090172,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.043302,4.089344,4.121335
1.662236,4.042478,4.089344,4.120504
1.661414,4.042478,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.042478,4.090172,4.121335
1.663058,4.043302,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.661414,4.043302,4.089344,4.120504
1.662236,4.043302,4.089344,4.120504
1.662236,4.042478,4.089344,4.120504
1.662236,4.043302,4.089344,4.120504
1.662236,4.043302,4.089344,4.120504
1.663058,4.042478,4.089344,4.120504
1.662236,4.043302,4.089344,4.120504
1.663058,4.043302,4.089344,4.120504
1.661414,4.043302,4.088515,4.120504
1.662236,4.043302,4.090172,4.121335
1.662236,4.044126,4.091000,4.121335
1.661414,4.043302,4.090172,4.121335
1.662236,4.043302,4.091000,4.122166
1.661414,4.043302,4.091000,4.121335
1.662236,4.044126,4.091000,4.122166
1.662236,4.043302,4.091000,4.121335
1.661414,4.043302,4.090172,4.121335
1.661414,4.044951,4.091000,4.122997
1.661414,4.044126,4.091000,4.121335
1.661414,4.044126,4.091000,4.122166
1.662236,4.043302,4.090172,4.121335
1.662236,4.044126,4.091000,4.122166
1.660592,4.044126,4.091000,4.122166
1.663058,4.043302,4.090172,4.121335
1.662236,4.044951,4.091828,4.122997
1.662236,4.043302,4.090172,4.122166
1.662236,4.044951,4.091828,4.122997
1.661414,4.043302,4.091000,4.122166
1.661414,4.045775,4.091828,4.122997
1.662236,4.044126,4.091000,4.122166
1.661414,4.044126,4.091000,4.122997
1.660592,4.044951,4.091828,4.122997
1.661414,4.043302,4.091828,4.122166
1.661414,4.044126,4.091828,4.123828
1.662236,4.043302,4.091000,4.122997
1.661414,4.044126,4.091000,4.122997
1.661414,4.043302,4.090172,4.122166
1.661414,4.044951,4.091828,4.122997
1.662236,4.044126,4.091000,4.122997
1.661414,4.044126,4.091828,4.122997
1.661414,4.044126,4.091000,4.122166
1.661414,4.044126,4.091000,4.122166
1.661414,4.044951,4.091828,4.123828
1.662236,4.043302,4.091000,4.122997
1.661414,4.045775,4.092656,4.123828
1.662236,4.043302,4.091000,4.122997
1.661414,4.044951,4.092656,4.123828
1.662236,4.043302,4.091000,4.122166
1.663058,4.043302,4.091000,4.122997
1.662236,4.044126,4.092656,4.124659
1.662236,4.044126,4.091000,4.122997
1.661414,4.044951,4.092656,4.123828
1.661414,4.043302,4.091828,4.122997
1.661414,4.044126,4.092656,4.123828
1.661414,4.044951,4.091828,4.122997
1.661414,4.044126,4.091000,4.122997
1.661414,4.045775,4.093484,4.124659
1.661414,4.044126,4.091828,4.122997
1.661414,4.044951,4.092656,4.123828
1.661414,4.045775,4.092656,4.124659
1.661414,4.044126,4.091000,4.123828
1.661414,4.045775,4.093484,4.125490
1.662236,4.044126,4.091828,4.123828
1.661414,4.044951,4.091828,4.124659
1.660592,4.045775,4.092656,4.126321
1.662236,4.043302,4.091000,4.123828
1.661414,4.045775,4.093484,4.125490
1.662236,4.044126,4.091000,4.122997
1.662236,4.044951,4.091828,4.123828
1.661414,4.045775,4.093484,4.125490
1.662236,4.044126,4.091000,4.122997
1.661414,4.045775,4.092656,4.124659
1.661414,4.044951,4.091828,4.124659
1.662236,4.044126,4.091000,4.124659
1.660592,4.046599,4.093484,4.126321
1.661414,4.044126,4.092656,4.123828
1.661414,4.044951,4.093484,4.125490
1.661414,4.045775,4.093484,4.125490
1.662236,4.044126,4.091828,4.123828
1.661414,4.045775,4.094312,4.126321
1.660592,4.044951,4.092656,4.125490
1.661414,4.044951,4.091828,4.125490
1.661414,4.045775,4.093484,4.127152
1.660592,4.045775,4.093484,4.125490
1.661414,4.044951,4.092656,4.124659
1.661414,4.047423,4.094312,4.127152
1.661414,4.044951,4.093484,4.125490
1.660592,4.044126,4.093484,4.124659
1.661414,4.046599,4.095140,4.127152
1.661414,4.044951,4.092656,4.124659
1.661414,4.044951,4.092656,4.125490
1.660592,4.047423,4.095968,4.127983
1.662236,4.045775,4.093484,4.125490
1.661414,4.044951,4.092656,4.124659
1.660592,4.047423,4.095968,4.127983
1.662236,4.045775,4.092656,4.125490
1.662236,4.044126,4.093484,4.125490
1.660592,4.046599,4.094312,4.127152
1.662236,4.044951,4.093484,4.125490
1.662236,4.044951,4.092656,4.125490
1.662236,4.047423,4.095968,4.127983
1.662236,4.044951,4.094312,4.126321
1.662236,4.044126,4.092656,4.125490
1.660592,4.045775,4.094312,4.127152
1.661414,4.045775,4.095140,4.127152
1.662236,4.044951,4.093484,4.125490
1.661414,4.044951,4.093484,4.126321
1.661414,4.047423,4.095968,4.128814
1.661414,4.044951,4.093484,4.125490
1.661414,4.044951,4.093484,4.126321
1.659770,4.048247,4.096796,4.128814
1.660592,4.045775,4.093484,4.126321
1.661414,4.044951,4.093484,4.125490
1.659770,4.046599,4.095140,4.127983
1.661414,4.046599,4.095140,4.127983
1.661414,4.045775,4.093484,4.126321
1.661414,4.045775,4.093484,4.126321
1.660592,4.048247,4.096796,4.129645
1.661414,4.045775,4.093484,4.126321
1.662236,4.044951,4.093484,4.126321
1.661414,4.046599,4.095140,4.127983
1.660592,4.048247,4.095968,4.129645
1.662236,4.045775,4.093484,4.126321
1.662236,4.045775,4.093484,4.126321
1.661414,4.047423,4.095968,4.128814
1.661414,4.046599,4.095968,4.127983
1.660592,4.044951,4.093484,4.126321
1.660592,4.045775,4.095140,4.127152
1.660592,4.048247,4.096796,4.128814
1.660592,4.046599,4.095968,4.127983
1.662236,4.044951,4.094312,4.126321
1.661414,4.044951,4.095140,4.127152
1.660592,4.047423,4.097625,4.129645
1.661414,4.046599,4.095968,4.128814
1.662236,4.045775,4.095140,4.127152
1.662236,4.045775,4.095140,4.127983
1.661414,4.047423,4.095968,4.129645
1.660592,4.047423,4.096796,4.130476
1.662236,4.045775,4.095140,4.127983
1.661414,4.045775,4.095140,4.127152
1.662236,4.045775,4.095140,4.127983
1.661414,4.048247,4.098453,4.130476
1.662236,4.046599,4.095968,4.128814
1.662236,4.045775,4.095140,4.127983
1.662236,4.045775,4.095140,4.127983
1.660592,4.048247,4.096796,4.130476
1.661414,4.048247,4.096796,4.129645
1.662236,4.045775,4.095140,4.128814
1.662236,4.045775,4.094312,4.127983
1.662236,4.045775,4.095140,4.127983
1.661414,4.047423,4.096796,4.130476
1.661414,4.048247,4.096796,4.130476
1.661414,4.045775,4.095140,4.128814
1.662236,4.045775,4.095140,4.127983
1.660592,4.047423,4.095968,4.129645
1.661414,4.048247,4.097625,4.130476
1.662236,4.048247,4.095968,4.130476
1.662236,4.046599,4.094312,4.127983
1.662236,4.046599,4.094312,4.128814
1.661414,4.048247,4.096796,4.130476
1.661414,4.048247,4.096796,4.131307
1.662236,4.047423,4.095968,4.129645
1.662236,4.046599,4.095140,4.128814
1.662236,4.046599,4.095140,4.127983
1.661414,4.048247,4.097625,4.130476
1.661414,4.049071,4.097625,4.131307
1.661414,4.047423,4.095968,4.129645
1.662236,4.046599,4.095968,4.128814
1.661414,4.047423,4.095968,4.129645
1.661414,4.048247,4.097625,4.131307
1.661414,4.049071,4.097625,4.131307
1.661414,4.047423,4.095968,4.129645
1.662236,4.047423,4.095968,4.129645
1.662236,4.046599,4.095968,4.128814
1.661414,4.049071,4.097625,4.131307
1.660592,4.049071,4.097625,4.131307
1.662236,4.048247,4.095968,4.130476
1.662236,4.047423,4.095140,4.128814
1.662236,4.047423,4.095968,4.129645
1.661414,4.049071,4.096796,4.130476
1.660592,4.049071,4.098453,4.132139
1.660592,4.048247,4.097625,4.131307
1.661414,4.047423,4.095968,4.130476
1.661414,4.048247,4.095968,4.129645
1.660592,4.049071,4.096796,4.131307
1.659770,4.049895,4.097625,4.132139
1.661414,4.049895,4.098453,4.131307
1.660592,4.048247,4.096796,4.130476
1.662236,4.047423,4.095968,4.130476
1.660592,4.047423,4.096796,4.130476
1.660592,4.049895,4.098453,4.132139
1.659770,4.050720,4.098453,4.132970
1.660592,4.049071,4.096796,4.130476
1.661414,4.048247,4.095968,4.130476
1.661414,4.047423,4.095968,4.129645
1.661414,4.049895,4.098453,4.132139
1.660592,4.049895,4.098453,4.132139
1.662236,4.049071,4.097625,4.131307
1.661414,4.048247,4.095968,4.129645
1.662236,4.047423,4.096796,4.129645
1.660592,4.049895,4.098453,4.132139
1.660592,4.049895,4.098453,4.132139
1.660592,4.048247,4.098453,4.131307
1.661414,4.047423,4.096796,4.130476
1.661414,4.048247,4.096796,4.130476
1.660592,4.049895,4.098453,4.131307
1.660592,4.049895,4.098453,4.131307
1.661414,4.049895,4.098453,4.131307
1.662236,4.047423,4.096796,4.129645
1.661414,4.047423,4.095968,4.129645
1.661414,4.049071,4.098453,4.132139
1.660592,4.049895,4.098453,4.132139
1.660592,4.049071,4.098453,4.131307
1.660592,4.047423,4.095968,4.128814
1.661414,4.048247,4.096796,4.130476
1.660592,4.049895,4.098453,4.132139
1.660592,4.050720,4.098453,4.132139
1.659770,4.049895,4.099281,4.132970
1.661414,4.048247,4.096796,4.130476
1.661414,4.048247,4.096796,4.129645
1.659770,4.049895,4.098453,4.132139
1.659770,4.050720,4.100109,4.132139
1.659770,4.049895,4.099281,4.132139
1.661414,4.048247,4.097625,4.130476
1.661414,4.048247,4.097625,4.130476
1.660592,4.050720,4.099281,4.132970
1.660592,4.050720,4.099281,4.132970
1.659770,4.048247,4.097625,4.130476
1.661414,4.048247,4.097625,4.130476
1.659770,4.050720,4.099281,4.132970
1.659770,4.051544,4.100109,4.133801
1.660592,4.049895,4.098453,4.132139
1.661414,4.048247,4.097625,4.130476
1.659770,4.049071,4.098453,4.132139
1.659770,4.050720,4.100109,4.132970
1.659770,4.050720,4.100109,4.132970
1.659770,4.049071,4.098453,4.131307
1.660592,4.049071,4.098453,4.131307
1.659770,4.050720,4.099281,4.132970
1.659770,4.050720,4.100109,4.132970
1.660592,4.048247,4.098453,4.130476
1.659770,4.049071,4.098453,4.132139
1.659770,4.051544,4.100937,4.133801
1.659770,4.050720,4.100937,4.132970
1.661414,4.048247,4.097625,4.130476
1.659770,4.049895,4.099281,4.132139
1.659770,4.050720,4.100937,4.132970
1.659770,4.051544,4.100109,4.132970
1.661414,4.049071,4.097625,4.131307
1.661414,4.050720,4.098453,4.132139
1.659770,4.051544,4.100937,4.133801
1.659770,4.051544,4.100937,4.133801
1.660592,4.049895,4.098453,4.131307
1.659770,4.051544,4.100109,4.133801
1.659770,4.052368,4.100109,4.134632
1.659770,4.050720,4.098453,4.132139
1.659770,4.049895,4.098453,4.132139
1.659770,4.052368,4.100109,4.133801
1.659770,4.052368,4.100937,4.133801
1.659770,4.049071,4.098453,4.132139
1.660592,4.049895,4.099281,4.132970
1.659770,4.051544,4.100937,4.133801
1.659770,4.051544,4.100109,4.133801
1.660592,4.049071,4.098453,4.131307
1.659770,4.050720,4.100109,4.133801
1.658948,4.051544,4.100937,4.134632
1.659770,4.050720,4.099281,4.132970
1.660592,4.050720,4.099281,4.132970
1.659770,4.051544,4.100937,4.134632
1.659770,4.050720,4.100109,4.133801
1.659770,4.048247,4.098453,4.132139
1.659770,4.051544,4.100937,4.135463
1.659770,4.051544,4.100109,4.135463
1.659770,4.049071,4.097625,4.132139
1.659770,4.050720,4.100109,4.135463
1.659770,4.050720,4.100109,4.135463
1.660592,4.049071,4.098453,4.132970
1.660592,4.050720,4.100109,4.134632
1.659770,4.050720,4.100937,4.134632
1.660592,4.048247,4.097625,4.132139
1.659770,4.051544,4.100937,4.135463
1.659770,4.051544,4.101765,4.135463
1.661414,4.048247,4.098453,4.132139
1.659770,4.050720,4.100937,4.135463
1.660592,4.051544,4.100937,4.135463
1.659770,4.049071,4.098453,4.132970
1.659770,4.050720,4.100937,4.134632
1.659770,4.050720,4.100937,4.135463
1.661414,4.049895,4.098453,4.132970
1.659770,4.051544,4.101765,4.135463
1.661414,4.052368,4.101765,4.135463
1.660592,4.049895,4.099281,4.132970
1.661414,4.052368,4.101765,4.135463
1.659770,4.051544,4.100937,4.135463
1.659770,4.050720,4.100109,4.133801
1.659770,4.052368,4.101765,4.135463
1.659770,4.051544,4.100937,4.134632
1.660592,4.052368,4.100937,4.134632
1.659770,4.053192,4.102593,4.135463
1.659770,4.050720,4.100109,4.132970
1.659770,4.053192,4.102593,4.135463
1.658948,4.053192,4.102593,4.135463
1.660592,4.050720,4.100109,4.133801
1.659770,4.052368,4.101765,4.135463
1.659770,4.051544,4.101765,4.135463
1.661414,4.051544,4.100937,4.134632
1.659770,4.052368,4.102593,4.136294
1.661414,4.050720,4.100109,4.133801
1.659770,4.052368,4.101765,4.135463
1.659770,4.052368,4.102593,4.136294
1.659770,4.051544,4.100109,4.134632
1.659770,4.052368,4.102593,4.136294
1.660592,4.051544,4.100937,4.134632
1.661414,4.052368,4.101765,4.135463
1.659770,4.052368,4.102593,4.136294
1.660592,4.050720,4.100937,4.133801
1.659770,4.052368,4.102593,4.136294
1.660592,4.050720,4.100937,4.135463
1.659770,4.052368,4.103421,4.137125
1.659770,4.052368,4.102593,4.136294
1.659770,4.050720,4.100937,4.135463
1.659770,4.052368,4.102593,4.137125
1.659770,4.050720,4.101765,4.135463
1.659770,4.052368,4.103421,4.137125
1.659770,4.052368,4.103421,4.137125
1.659770,4.050720,4.100937,4.135463
1.658948,4.052368,4.103421,4.137125
1.660592,4.050720,4.101765,4.135463
1.658948,4.052368,4.103421,4.137125
1.658948,4.053192,4.102593,4.136294
1.659770,4.052368,4.101765,4.136294
1.659770,4.053192,4.102593,4.137125
1.659770,4.051544,4.101765,4.135463
1.658948,4.053192,4.103421,4.137956
1.658948,4.051544,4.101765,4.135463
1.658125,4.052368,4.103421,4.137125
1.659770,4.052368,4.102593,4.137125
1.659770,4.051544,4.102593,4.136294
1.658948,4.053192,4.103421,4.137125
1.659770,4.052368,4.102593,4.136294
1.659770,4.054016,4.103421,4.137956
1.659770,4.052368,4.102593,4.136294
1.660592,4.052368,4.102593,4.137125
1.659770,4.053192,4.102593,4.137125
1.659770,4.053192,4.102593,4.137125
1.659770,4.053192,4.103421,4.137956
1.659770,4.051544,4.103421,4.136294
1.658948,4.053192,4.103421,4.137956
1.659770,4.052368,4.101765,4.136294
1.659770,4.053192,4.103421,4.137956
1.658948,4.052368,4.102593,4.137125
1.659770,4.053192,4.103421,4.137956
1.658948,4.053192,4.103421,4.137956
1.658948,4.052368,4.102593,4.136294
1.659770,4.053192,4.103421,4.137956
1.659770,4.052368,4.103421,4.137125
1.658948,4.053192,4.103421,4.137125
1.659770,4.054016,4.103421,4.137956
1.659770,4.053192,4.102593,4.137125
1.659770,4.054016,4.103421,4.137956
1.659770,4.052368,4.102593,4.137125
1.658948,4.053192,4.103421,4.137956
1.659770,4.053192,4.103421,4.137125
1.659770,4.053192,4.103421,4.137956
