Current (A),Voltage_B1(V),Voltage_B2(V),Voltage_B3(V)
1.667991,4.023523,4.067813,4.089754
1.667169,4.024347,4.067813,4.088923
1.667169,4.021874,4.065328,4.087261
1.667991,4.021874,4.065328,4.087261
1.667991,4.023523,4.067813,4.090585
1.667169,4.024347,4.068641,4.089754
1.667991,4.023523,4.067813,4.089754
1.667991,4.021050,4.066156,4.087261
1.669635,4.021050,4.065328,4.086430
1.667991,4.024347,4.067813,4.090585
1.667169,4.024347,4.068641,4.089754
1.667991,4.023523,4.068641,4.090585
1.667991,4.021874,4.066156,4.087261
1.667991,4.022698,4.066156,4.088092
1.667169,4.024347,4.067813,4.090585
1.667169,4.025171,4.067813,4.090585
1.667991,4.023523,4.067813,4.089754
1.668813,4.021874,4.066156,4.087261
1.668813,4.023523,4.067813,4.088092
1.666347,4.025171,4.068641,4.091416
1.667991,4.025171,4.068641,4.090585
1.667991,4.023523,4.066985,4.088092
1.668813,4.023523,4.066156,4.087261
1.667169,4.025171,4.068641,4.090585
1.667991,4.025171,4.068641,4.090585
1.667991,4.024347,4.067813,4.090585
1.668813,4.022698,4.066156,4.088092
1.667991,4.023523,4.067813,4.090585
1.667169,4.024347,4.067813,4.091416
1.667991,4.025171,4.068641,4.091416
1.668813,4.022698,4.066985,4.089754
1.669635,4.021874,4.066985,4.089754
1.667169,4.025171,4.068641,4.091416
1.667991,4.024347,4.068641,4.091416
1.667169,4.023523,4.067813,4.090585
1.668813,4.021050,4.065328,4.088092
1.667169,4.025171,4.068641,4.091416
1.667991,4.025171,4.068641,4.091416
1.667991,4.024347,4.067813,4.090585
1.668813,4.022698,4.066985,4.088092
1.667169,4.025995,4.069469,4.091416
1.667169,4.025171,4.069469,4.092247
1.668813,4.024347,4.067813,4.089754
1.667991,4.023523,4.067813,4.089754
1.667169,4.025171,4.069469,4.092247
1.667991,4.025171,4.068641,4.091416
1.667991,4.024347,4.067813,4.089754
1.667169,4.023523,4.066985,4.089754
1.667169,4.025171,4.069469,4.091416
1.667991,4.025171,4.069469,4.091416
1.668813,4.022698,4.066985,4.088923
1.667169,4.023523,4.067813,4.089754
1.667991,4.025995,4.070297,4.092247
1.667169,4.025995,4.069469,4.092247
1.669635,4.021874,4.066156,4.088092
1.667169,4.025171,4.069469,4.092247
1.667991,4.025995,4.070297,4.092247
1.667991,4.024347,4.068641,4.090585
1.667991,4.022698,4.066985,4.088923
1.667991,4.025995,4.070297,4.092247
1.667169,4.025995,4.070297,4.092247
1.667991,4.023523,4.067813,4.089754
1.667991,4.024347,4.068641,4.090585
1.667169,4.025171,4.070297,4.092247
1.667991,4.025995,4.070297,4.092247
1.668813,4.021874,4.066985,4.088092
1.667991,4.025995,4.070297,4.092247
1.667169,4.025995,4.070297,4.093078
1.667991,4.024347,4.067813,4.089754
1.667991,4.024347,4.067813,4.089754
1.667169,4.025995,4.069469,4.092247
1.667169,4.025995,4.069469,4.092247
1.667991,4.023523,4.066985,4.088923
1.668813,4.025995,4.069469,4.093078
1.667169,4.025995,4.070297,4.093078
1.667991,4.023523,4.066985,4.089754
1.667169,4.025995,4.070297,4.093078
1.667991,4.026819,4.070297,4.092247
1.669635,4.023523,4.067813,4.088923
1.667169,4.025995,4.070297,4.092247
1.667991,4.026819,4.070297,4.093078
1.667991,4.023523,4.066985,4.089754
1.667991,4.026819,4.070297,4.093078
1.667169,4.026819,4.070297,4.093078
1.668813,4.024347,4.066985,4.089754
1.667991,4.027643,4.070297,4.092247
1.667169,4.027643,4.070297,4.092247
1.668813,4.024347,4.066985,4.089754
1.668813,4.026819,4.069469,4.093078
1.667169,4.026819,4.070297,4.093078
1.668813,4.024347,4.067813,4.090585
1.667991,4.027643,4.069469,4.093078
1.667169,4.026819,4.069469,4.093078
1.668813,4.024347,4.066985,4.090585
1.668813,4.026819,4.069469,4.093909
1.667991,4.025995,4.069469,4.093909
1.667991,4.025171,4.067813,4.091416
1.667169,4.026819,4.070297,4.093909
1.667169,4.026819,4.071125,4.094740
1.667991,4.024347,4.067813,4.091416
1.667991,4.026819,4.070297,4.093909
1.667991,4.025995,4.070297,4.093909
1.668813,4.025171,4.069469,4.092247
1.667169,4.026819,4.070297,4.093909
1.667991,4.025171,4.069469,4.092247
1.667991,4.025171,4.070297,4.092247
1.667991,4.025995,4.070297,4.093909
1.667991,4.025995,4.069469,4.092247
1.667169,4.026819,4.070297,4.093078
1.667169,4.026819,4.070297,4.093909
1.667991,4.025171,4.067813,4.092247
1.667169,4.027643,4.071125,4.094740
1.667991,4.026819,4.071125,4.094740
1.667991,4.025171,4.068641,4.091416
1.667991,4.027643,4.071125,4.093909
1.667169,4.025995,4.069469,4.092247
1.667991,4.026819,4.071125,4.093909
1.667169,4.027643,4.071125,4.094740
1.667991,4.025995,4.069469,4.092247
1.667169,4.027643,4.070297,4.093909
1.667991,4.027643,4.070297,4.093909
1.667991,4.025995,4.069469,4.091416
1.667169,4.027643,4.071953,4.093909
1.668813,4.025995,4.070297,4.092247
1.667991,4.027643,4.071953,4.093909
1.667169,4.028467,4.071125,4.094740
1.668813,4.025995,4.068641,4.092247
1.667991,4.027643,4.071125,4.094740
1.667169,4.025995,4.069469,4.093078
1.667169,4.027643,4.071125,4.093909
1.667169,4.028467,4.071953,4.094740
1.667991,4.025995,4.069469,4.093078
1.667169,4.028467,4.071953,4.094740
1.667991,4.027643,4.070297,4.093909
1.667169,4.028467,4.070297,4.094740
1.666347,4.028467,4.070297,4.094740
1.668813,4.026819,4.070297,4.093909
1.667169,4.027643,4.071125,4.095571
1.667169,4.025995,4.069469,4.093078
1.667169,4.028467,4.071125,4.094740
1.667169,4.027643,4.071125,4.093909
1.667169,4.027643,4.071125,4.093909
1.667169,4.028467,4.071125,4.095571
1.667169,4.026819,4.070297,4.093078
1.667169,4.028467,4.071953,4.095571
1.667169,4.026819,4.070297,4.093909
1.667169,4.028467,4.071125,4.095571
1.667169,4.029292,4.071953,4.095571
1.668813,4.027643,4.070297,4.093909
1.667169,4.028467,4.071125,4.095571
1.667169,4.026819,4.071125,4.095571
1.667169,4.027643,4.071125,4.095571
1.666347,4.028467,4.071953,4.095571
1.667169,4.027643,4.071125,4.094740
1.666347,4.028467,4.071953,4.095571
1.668813,4.027643,4.070297,4.094740
1.666347,4.028467,4.071125,4.096402
1.667991,4.026819,4.070297,4.094740
1.667169,4.028467,4.071125,4.095571
1.667169,4.028467,4.070297,4.094740
1.667991,4.028467,4.070297,4.094740
1.667169,4.028467,4.071125,4.095571
1.667991,4.026819,4.070297,4.094740
1.666347,4.028467,4.071125,4.095571
1.667169,4.027643,4.070297,4.094740
1.666347,4.029292,4.071125,4.096402
1.667169,4.027643,4.070297,4.094740
1.666347,4.028467,4.071125,4.095571
1.667169,4.028467,4.071125,4.096402
1.667169,4.027643,4.070297,4.095571
1.667169,4.028467,4.071125,4.095571
1.665525,4.028467,4.070297,4.095571
1.667169,4.028467,4.071125,4.095571
1.667169,4.028467,4.071953,4.096402
1.667169,4.027643,4.071125,4.094740
1.667169,4.028467,4.071125,4.095571
1.666347,4.028467,4.071953,4.095571
1.666347,4.028467,4.071125,4.095571
1.667169,4.028467,4.071125,4.095571
1.666347,4.028467,4.071125,4.095571
1.665525,4.029292,4.071953,4.096402
1.667169,4.028467,4.070297,4.095571
1.666347,4.029292,4.071125,4.096402
1.666347,4.027643,4.070297,4.095571
1.666347,4.028467,4.071953,4.096402
1.667169,4.027643,4.071125,4.095571
1.666347,4.028467,4.071953,4.096402
1.667169,4.029292,4.072781,4.097233
1.667169,4.028467,4.071953,4.095571
1.667169,4.029292,4.072781,4.096402
1.667169,4.028467,4.071953,4.096402
1.667169,4.029292,4.072781,4.096402
1.667991,4.028467,4.071953,4.096402
1.667169,4.029292,4.072781,4.096402
1.667169,4.028467,4.071953,4.096402
1.667169,4.028467,4.071953,4.097233
1.667169,4.028467,4.071953,4.096402
1.667169,4.028467,4.071953,4.097233
1.667169,4.028467,4.071953,4.096402
1.667991,4.027643,4.071125,4.096402
1.667169,4.028467,4.071953,4.096402
1.667169,4.028467,4.072781,4.097233
1.667991,4.028467,4.071953,4.097233
1.666347,4.028467,4.071953,4.097233
1.666347,4.028467,4.071953,4.096402
1.666347,4.028467,4.072781,4.096402
1.666347,4.028467,4.072781,4.096402
1.665525,4.028467,4.072781,4.097233
1.667169,4.028467,4.071953,4.097233
1.666347,4.028467,4.072781,4.098065
1.667169,4.028467,4.072781,4.097233
1.666347,4.028467,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.028467,4.072781,4.097233
1.667169,4.028467,4.071953,4.098065
1.666347,4.028467,4.072781,4.098065
1.665525,4.029292,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.667169,4.029292,4.072781,4.098065
1.667169,4.029292,4.072781,4.098065
1.667169,4.029292,4.072781,4.098065
1.667169,4.029292,4.072781,4.098065
1.666347,4.030116,4.072781,4.098065
1.667169,4.029292,4.072781,4.098065
1.666347,4.030116,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.030940,4.072781,4.098065
1.666347,4.030116,4.073609,4.098065
1.666347,4.029292,4.072781,4.098065
1.666347,4.030116,4.073609,4.098065
1.666347,4.030116,4.073609,4.098065
1.667169,4.030116,4.072781,4.098065
1.667169,4.030116,4.072781,4.098896
1.667169,4.030940,4.072781,4.098065
1.667169,4.030940,4.072781,4.098065
1.665525,4.030940,4.073609,4.098065
1.667169,4.030940,4.073609,4.098065
1.666347,4.030116,4.073609,4.098065
1.665525,4.030116,4.073609,4.098065
1.664703,4.030116,4.073609,4.098065
1.666347,4.030940,4.073609,4.098065
1.666347,4.030116,4.073609,4.098065
1.667169,4.029292,4.073609,4.098065
1.666347,4.030116,4.073609,4.098065
1.667169,4.029292,4.073609,4.098065
1.667169,4.030116,4.072781,4.098896
1.667169,4.030116,4.072781,4.098065
1.667169,4.030116,4.073609,4.098065
1.666347,4.030116,4.073609,4.098065
1.666347,4.030116,4.074438,4.098065
1.666347,4.029292,4.074438,4.098065
1.667991,4.029292,4.074438,4.098065
1.667169,4.029292,4.074438,4.098896
1.667169,4.029292,4.074438,4.098896
1.666347,4.030116,4.073609,4.098896
1.666347,4.030116,4.073609,4.098896
1.666347,4.030116,4.073609,4.098896
1.667169,4.030940,4.073609,4.098896
1.666347,4.030116,4.074438,4.098896
1.667169,4.030116,4.073609,4.098896
1.666347,4.029292,4.073609,4.098896
1.667169,4.030940,4.074438,4.099727
1.667169,4.030940,4.074438,4.099727
1.666347,4.030940,4.075266,4.099727
1.666347,4.030940,4.075266,4.098896
1.666347,4.031764,4.076094,4.100558
1.665525,4.030940,4.074438,4.099727
1.666347,4.030940,4.074438,4.100558
1.665525,4.030940,4.074438,4.099727
1.666347,4.030940,4.074438,4.099727
1.665525,4.032588,4.075266,4.100558
1.666347,4.030940,4.073609,4.099727
1.666347,4.031764,4.075266,4.100558
1.666347,4.030940,4.074438,4.099727
1.666347,4.030940,4.074438,4.100558
1.664703,4.031764,4.075266,4.101389
1.666347,4.030940,4.074438,4.100558
1.666347,4.031764,4.075266,4.100558
1.667169,4.030940,4.074438,4.099727
1.667169,4.031764,4.075266,4.101389
1.666347,4.030940,4.074438,4.099727
1.666347,4.030940,4.074438,4.099727
1.666347,4.031764,4.075266,4.100558
1.666347,4.030940,4.074438,4.100558
1.666347,4.031764,4.076094,4.100558
1.666347,4.030940,4.074438,4.100558
1.665525,4.031764,4.076094,4.101389
1.666347,4.030940,4.075266,4.100558
1.665525,4.032588,4.076094,4.102220
1.665525,4.030940,4.075266,4.100558
1.666347,4.030940,4.074438,4.101389
1.666347,4.030940,4.075266,4.101389
1.667169,4.030940,4.075266,4.100558
1.666347,4.032588,4.076094,4.102220
1.667169,4.030940,4.075266,4.100558
1.665525,4.031764,4.076094,4.101389
1.665525,4.030940,4.075266,4.101389
1.666347,4.031764,4.076094,4.101389
1.665525,4.030940,4.076094,4.100558
1.665525,4.030940,4.075266,4.100558
1.665525,4.030940,4.076094,4.101389
1.665525,4.030116,4.075266,4.099727
1.664703,4.031764,4.076094,4.101389
1.665525,4.030940,4.075266,4.100558
1.665525,4.032588,4.076094,4.101389
1.665525,4.030940,4.075266,4.100558
1.665525,4.032588,4.076922,4.101389
1.666347,4.032588,4.076094,4.100558
1.666347,4.031764,4.076094,4.100558
1.666347,4.033412,4.076922,4.102220
1.666347,4.031764,4.075266,4.100558
1.666347,4.032588,4.076094,4.103051
1.666347,4.031764,4.075266,4.101389
1.666347,4.032588,4.076922,4.103051
1.667169,4.030940,4.076094,4.102220
1.667169,4.031764,4.076094,4.102220
1.666347,4.033412,4.076922,4.103051
1.667169,4.030940,4.075266,4.101389
1.665525,4.032588,4.077750,4.103882
1.666347,4.030940,4.075266,4.101389
1.665525,4.032588,4.076922,4.103051
1.665525,4.032588,4.076922,4.103051
1.666347,4.031764,4.076094,4.102220
1.665525,4.033412,4.076922,4.103882
1.666347,4.031764,4.076094,4.103051
1.665525,4.033412,4.076922,4.104713
1.667169,4.030940,4.076094,4.102220
1.665525,4.030940,4.076094,4.103051
1.666347,4.032588,4.076922,4.104713
1.666347,4.030940,4.076094,4.102220
1.664703,4.033412,4.078578,4.104713
1.666347,4.031764,4.076094,4.102220
1.666347,4.030940,4.076094,4.102220
1.664703,4.033412,4.077750,4.103882
1.666347,4.030940,4.076094,4.102220
1.665525,4.033412,4.077750,4.103882
1.666347,4.032588,4.076922,4.103051
1.665525,4.030940,4.076094,4.103051
1.665525,4.033412,4.078578,4.104713
1.665525,4.031764,4.076922,4.103051
1.665525,4.031764,4.076094,4.103051
1.665525,4.033412,4.078578,4.105544
1.667169,4.031764,4.076094,4.102220
1.666347,4.033412,4.076922,4.103051
1.664703,4.033412,4.077750,4.103882
1.665525,4.031764,4.076094,4.102220
1.665525,4.034237,4.078578,4.105544
1.666347,4.033412,4.076922,4.103882
1.667169,4.031764,4.076094,4.103051
1.666347,4.033412,4.078578,4.105544
1.666347,4.032588,4.076922,4.103882
1.667169,4.031764,4.076922,4.103051
1.665525,4.034237,4.079406,4.105544
1.666347,4.031764,4.076094,4.103051
1.666347,4.032588,4.076094,4.103051
1.665525,4.034237,4.078578,4.106375
1.666347,4.031764,4.076094,4.103051
1.667169,4.032588,4.076094,4.103051
1.665525,4.034237,4.078578,4.105544
1.665525,4.031764,4.076094,4.103051
1.666347,4.032588,4.077750,4.103882
1.666347,4.033412,4.078578,4.105544
1.667169,4.031764,4.076094,4.103051
1.666347,4.032588,4.077750,4.104713
1.666347,4.033412,4.078578,4.105544
1.666347,4.031764,4.076922,4.103882
1.666347,4.032588,4.077750,4.104713
1.665525,4.034237,4.079406,4.106375
1.666347,4.031764,4.076922,4.103882
1.667169,4.031764,4.078578,4.104713
1.666347,4.035061,4.080234,4.106375
1.666347,4.032588,4.076922,4.103882
1.666347,4.032588,4.076922,4.103882
1.665525,4.035885,4.081062,4.108037
1.666347,4.033412,4.077750,4.104713
1.666347,4.032588,4.077750,4.103882
1.665525,4.034237,4.078578,4.105544
1.665525,4.034237,4.079406,4.106375
1.665525,4.031764,4.077750,4.104713
1.666347,4.032588,4.077750,4.104713
1.664703,4.035061,4.081062,4.107206
1.665525,4.033412,4.079406,4.105544
1.665525,4.031764,4.077750,4.103882
1.666347,4.033412,4.078578,4.104713
1.664703,4.035885,4.081062,4.108037
1.667169,4.032588,4.077750,4.104713
1.667169,4.032588,4.077750,4.104713
1.664703,4.035061,4.081062,4.106375
1.666347,4.033412,4.079406,4.105544
1.666347,4.032588,4.078578,4.104713
1.665525,4.032588,4.078578,4.103882
1.663880,4.035885,4.081062,4.108037
1.665525,4.033412,4.077750,4.104713
1.666347,4.032588,4.078578,4.103882
1.664703,4.034237,4.079406,4.106375
1.664703,4.035885,4.080234,4.108037
1.664703,4.032588,4.077750,4.105544
1.665525,4.033412,4.078578,4.105544
1.664703,4.033412,4.078578,4.107206
1.663880,4.035061,4.081062,4.108869
1.665525,4.031764,4.077750,4.105544
1.664703,4.031764,4.077750,4.105544
1.664703,4.035061,4.079406,4.108037
1.664703,4.034237,4.079406,4.108037
1.665525,4.033412,4.077750,4.106375
1.665525,4.033412,4.077750,4.106375
1.663880,4.035061,4.079406,4.108869
1.664703,4.034237,4.079406,4.107206
1.664703,4.033412,4.077750,4.106375
1.665525,4.033412,4.077750,4.105544
1.663880,4.035061,4.080234,4.108037
1.664703,4.035885,4.080234,4.108869
1.665525,4.033412,4.078578,4.105544
1.665525,4.033412,4.077750,4.105544
1.665525,4.034237,4.078578,4.106375
1.663880,4.035885,4.080234,4.108037
1.665525,4.035061,4.079406,4.108037
1.665525,4.034237,4.077750,4.105544
1.665525,4.033412,4.078578,4.106375
1.664703,4.035061,4.079406,4.107206
1.664703,4.036709,4.081062,4.108869
1.665525,4.035061,4.078578,4.107206
1.664703,4.033412,4.077750,4.105544
1.665525,4.034237,4.078578,4.106375
1.664703,4.035885,4.080234,4.108037
1.663880,4.035885,4.080234,4.108037
1.664703,4.033412,4.077750,4.105544
1.664703,4.034237,4.078578,4.106375
1.664703,4.035061,4.078578,4.106375
1.664703,4.036709,4.081062,4.108869
1.664703,4.036709,4.081062,4.108037
1.664703,4.035061,4.079406,4.106375
1.665525,4.034237,4.078578,4.106375
1.664703,4.035061,4.078578,4.106375
1.664703,4.035885,4.081062,4.108869
1.664703,4.036709,4.081062,4.108037
1.664703,4.035885,4.080234,4.107206
1.665525,4.035061,4.079406,4.106375
1.664703,4.034237,4.078578,4.106375
1.664703,4.036709,4.081062,4.108037
1.664703,4.037533,4.081891,4.109700
1.664703,4.035885,4.080234,4.107206
1.665525,4.035061,4.079406,4.106375
1.664703,4.035061,4.079406,4.106375
1.663880,4.036709,4.081062,4.108869
1.664703,4.036709,4.081062,4.109700
1.663880,4.035885,4.079406,4.108037
1.663880,4.035061,4.078578,4.107206
1.664703,4.035061,4.079406,4.108037
1.664703,4.036709,4.081062,4.108869
1.663058,4.037533,4.081062,4.109700
1.663880,4.037533,4.081062,4.109700
1.663880,4.035885,4.079406,4.108037
1.664703,4.035061,4.079406,4.107206
1.664703,4.035061,4.079406,4.108037
1.664703,4.036709,4.081062,4.109700
1.663880,4.037533,4.081062,4.110531
1.664703,4.036709,4.080234,4.108869
1.664703,4.035061,4.079406,4.108037
1.664703,4.035885,4.078578,4.108037
1.664703,4.035885,4.080234,4.108869
1.663880,4.037533,4.081062,4.110531
1.663880,4.037533,4.081891,4.110531
1.664703,4.035885,4.080234,4.108869
1.664703,4.035061,4.079406,4.108037
1.664703,4.035061,4.080234,4.108037
1.663880,4.036709,4.081062,4.108869
1.663058,4.036709,4.081062,4.109700
1.664703,4.037533,4.081891,4.109700
1.664703,4.035061,4.081062,4.108037
1.664703,4.035885,4.081062,4.108037
1.664703,4.036709,4.081062,4.108869
1.663880,4.037533,4.082719,4.110531
1.664703,4.037533,4.081891,4.110531
1.663880,4.035885,4.081062,4.109700
1.664703,4.035885,4.081062,4.108037
1.664703,4.035885,4.080234,4.108037
1.664703,4.036709,4.081891,4.109700
1.663880,4.037533,4.081891,4.110531
1.663058,4.037533,4.082719,4.110531
1.663880,4.035885,4.081062,4.108869
1.664703,4.035885,4.080234,4.108037
1.663880,4.035885,4.080234,4.109700
1.663880,4.037533,4.082719,4.111362
1.664703,4.038357,4.082719,4.111362
1.663058,4.038357,4.082719,4.111362
1.664703,4.035885,4.081062,4.108869
1.664703,4.035885,4.081062,4.108869
1.663880,4.035885,4.081062,4.109700
1.663880,4.038357,4.082719,4.111362
1.664703,4.038357,4.082719,4.111362
1.663880,4.037533,4.081062,4.109700
1.663880,4.035885,4.081062,4.108869
1.664703,4.036709,4.081062,4.109700
1.663880,4.039181,4.083547,4.112193
1.663058,4.038357,4.083547,4.111362
1.664703,4.037533,4.081891,4.110531
1.664703,4.035885,4.081062,4.109700
1.663880,4.036709,4.082719,4.110531
1.664703,4.038357,4.083547,4.110531
1.664703,4.039181,4.084375,4.111362
1.664703,4.036709,4.081062,4.109700
1.664703,4.035885,4.081891,4.109700
1.663880,4.038357,4.083547,4.110531
1.663880,4.038357,4.083547,4.112193
1.663880,4.038357,4.083547,4.112193
1.664703,4.035885,4.081891,4.109700
1.664703,4.036709,4.082719,4.110531
1.663880,4.038357,4.083547,4.112193
1.663058,4.038357,4.083547,4.111362
1.665525,4.037533,4.081062,4.110531
1.665525,4.035885,4.081062,4.108869
1.663880,4.038357,4.083547,4.112193
1.664703,4.038357,4.083547,4.112193
1.664703,4.038357,4.083547,4.112193
1.664703,4.035061,4.081062,4.109700
1.664703,4.036709,4.082719,4.110531
1.663880,4.038357,4.083547,4.112193
1.663880,4.038357,4.083547,4.112193
1.664703,4.035885,4.081891,4.110531
1.664703,4.035885,4.081891,4.110531
1.664703,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113024
1.664703,4.037533,4.083547,4.112193
1.665525,4.035885,4.081062,4.110531
1.664703,4.037533,4.083547,4.112193
1.665525,4.038357,4.083547,4.113024
1.664703,4.039181,4.083547,4.113024
1.664703,4.036709,4.081062,4.110531
1.664703,4.037533,4.081891,4.111362
1.664703,4.040006,4.083547,4.113024
1.664703,4.039181,4.083547,4.113024
1.665525,4.036709,4.081062,4.110531
1.664703,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113024
1.663880,4.038357,4.083547,4.113024
1.665525,4.035885,4.081062,4.110531
1.664703,4.038357,4.083547,4.113024
1.665525,4.039181,4.083547,4.113855
1.664703,4.038357,4.083547,4.113024
1.664703,4.036709,4.081891,4.110531
1.663880,4.040006,4.085203,4.113855
1.664703,4.039181,4.084375,4.113855
1.664703,4.037533,4.082719,4.111362
1.664703,4.037533,4.082719,4.112193
1.664703,4.039181,4.083547,4.113855
1.664703,4.039181,4.083547,4.113855
1.664703,4.035885,4.081062,4.110531
1.664703,4.038357,4.083547,4.113855
1.664703,4.039181,4.083547,4.114686
1.663880,4.037533,4.082719,4.113024
1.664703,4.037533,4.082719,4.111362
1.664703,4.039181,4.084375,4.114686
1.663880,4.039181,4.084375,4.114686
1.664703,4.036709,4.081891,4.112193
1.664703,4.038357,4.084375,4.113855
1.664703,4.039181,4.084375,4.114686
1.663880,4.037533,4.083547,4.113024
1.664703,4.036709,4.082719,4.113024
1.664703,4.040006,4.085203,4.115517
1.664703,4.038357,4.084375,4.114686
1.665525,4.035885,4.081891,4.111362
1.664703,4.040006,4.085203,4.114686
1.663058,4.040006,4.085203,4.115517
1.664703,4.038357,4.082719,4.111362
1.663058,4.040830,4.085203,4.115517
1.664703,4.040830,4.085203,4.115517
1.664703,4.037533,4.081891,4.112193
1.663880,4.040830,4.085203,4.115517
1.663880,4.040006,4.085203,4.115517
1.665525,4.037533,4.081891,4.112193
1.664703,4.040006,4.084375,4.115517
1.663880,4.040006,4.084375,4.115517
1.664703,4.037533,4.082719,4.113024
1.663880,4.039181,4.085203,4.115517
1.664703,4.040830,4.086031,4.115517
1.664703,4.038357,4.083547,4.113024
1.663880,4.040830,4.086031,4.115517
1.663058,4.040830,4.085203,4.115517
1.664703,4.037533,4.083547,4.113024
1.663880,4.040830,4.086031,4.115517
1.663880,4.040006,4.085203,4.115517
1.663880,4.038357,4.083547,4.112193
1.664703,4.040830,4.086031,4.115517
1.663880,4.040830,4.086031,4.114686
1.664703,4.038357,4.083547,4.113855
1.663880,4.040830,4.086031,4.115517
1.663058,4.040006,4.084375,4.114686
1.663058,4.040006,4.084375,4.114686
1.662236,4.040830,4.086031,4.115517
1.663058,4.038357,4.084375,4.113855
1.663058,4.041654,4.086031,4.115517
1.663058,4.041654,4.086031,4.115517
1.663880,4.040006,4.083547,4.113855
1.663058,4.041654,4.086031,4.116348
1.663880,4.040006,4.085203,4.114686
1.663880,4.040830,4.085203,4.115517
1.663880,4.040830,4.086031,4.117179
1.663058,4.040006,4.083547,4.114686
1.663058,4.041654,4.086031,4.116348
1.663058,4.040830,4.086031,4.117179
1.663880,4.039181,4.084375,4.114686
1.663880,4.041654,4.086859,4.117179
1.664703,4.039181,4.084375,4.114686
1.663880,4.040830,4.086031,4.117179
1.663880,4.041654,4.086859,4.117179
1.663880,4.039181,4.083547,4.114686
1.663058,4.040830,4.086031,4.117179
1.663880,4.039181,4.083547,4.114686
1.663058,4.040830,4.086031,4.116348
1.663880,4.040830,4.086031,4.117179
1.663880,4.040006,4.085203,4.115517
1.663058,4.040830,4.086031,4.116348
1.663880,4.039181,4.084375,4.114686
1.663058,4.041654,4.086031,4.117179
1.663880,4.040830,4.086031,4.115517
1.663058,4.040830,4.086031,4.117179
1.663880,4.040830,4.086859,4.118010
1.663058,4.039181,4.085203,4.115517
1.663058,4.041654,4.086859,4.118010
1.663058,4.040006,4.086031,4.117179
1.663058,4.040830,4.086031,4.118010
1.663880,4.040830,4.086031,4.116348
1.663058,4.040830,4.086859,4.117179
1.663058,4.041654,4.086859,4.116348
1.663058,4.040830,4.086859,4.116348
1.662236,4.040830,4.086859,4.118010
1.663058,4.040006,4.086031,4.116348
1.663058,4.041654,4.086859,4.117179
1.663058,4.041654,4.086031,4.115517
1.663880,4.041654,4.087687,4.117179
1.663880,4.041654,4.087687,4.117179
1.663058,4.040830,4.086031,4.115517
1.663058,4.042478,4.087687,4.117179
1.663058,4.040830,4.086859,4.116348
1.663058,4.041654,4.088515,4.117179
1.663058,4.040830,4.087687,4.116348
1.664703,4.041654,4.086859,4.116348
1.663058,4.041654,4.087687,4.118010
1.663880,4.040830,4.086859,4.117179
1.663058,4.041654,4.086859,4.118010
1.662236,4.041654,4.087687,4.118010
1.663058,4.041654,4.086031,4.118010
1.663058,4.042478,4.087687,4.118010
1.663880,4.041654,4.086859,4.117179
1.663058,4.042478,4.087687,4.118010
1.663880,4.042478,4.087687,4.117179
1.663058,4.043302,4.087687,4.117179
1.663058,4.042478,4.087687,4.118010
1.663880,4.041654,4.086859,4.118010
1.663058,4.042478,4.086859,4.118010
1.662236,4.042478,4.086859,4.117179
1.663880,4.042478,4.086859,4.117179
1.663058,4.043302,4.087687,4.118010
1.663880,4.042478,4.086859,4.118010
1.663058,4.042478,4.086859,4.118010
1.663058,4.042478,4.087687,4.118841
1.662236,4.041654,4.087687,4.118010
1.663058,4.042478,4.087687,4.118010
1.663058,4.042478,4.087687,4.118010
1.663058,4.041654,4.086859,4.118841
1.663880,4.042478,4.087687,4.118841
1.662236,4.042478,4.087687,4.118841
1.663058,4.040830,4.087687,4.119672
1.663880,4.041654,4.087687,4.119672
1.663058,4.041654,4.086859,4.118841
1.663058,4.041654,4.087687,4.119672
1.663058,4.042478,4.087687,4.119672
1.663058,4.040830,4.086859,4.118841
1.662236,4.041654,4.087687,4.119672
1.662236,4.040830,4.087687,4.119672
1.662236,4.041654,4.088515,4.118841
1.662236,4.041654,4.087687,4.118841
1.662236,4.042478,4.087687,4.119672
1.662236,4.043302,4.088515,4.119672
1.662236,4.041654,4.087687,4.118841
1.662236,4.042478,4.088515,4.119672
1.663058,4.041654,4.087687,4.118841
1.662236,4.042478,4.088515,4.119672
1.662236,4.042478,4.087687,4.119672
1.663058,4.043302,4.087687,4.119672
1.663058,4.042478,4.087687,4.118841
1.662236,4.043302,4.087687,4.119672
1.662236,4.043302,4.087687,4.119672
1.662236,4.043302,4.088515,4.119672
1.663058,4.042478,4.087687,4.119672
1.663058,4.042478,4.087687,4.119672
1.663058,4.043302,4.088515,4.119672
1.662236,4.043302,4.088515,4.120504
1.663058,4.043302,4.088515,4.120504
1.662236,4.043302,4.088515,4.120504
1.662236,4.043302,4.088515,4.120504
1.661414,4.043302,4.088515,4.119672
1.662236,4.043302,4.088515,4.120504
1.662236,4.043302,4.088515,4.119672
